Lemma/_writtenForm,Sense/Confidence/_level,Sense/MonolingualExternalRef,Sense/Sentiment/_polarity,Sense/Sentiment/_strength,Sense/Domain,_id,_partOfSpeech
interfere,manual,,negative,average,,,verb
interference,manual,,negative,average,,,adj
interference,manual,,negative,average,,,noun
intermittent,manual,,negative,average,,,adj
interrupt,manual,,negative,average,,,verb
interruption,manual,,negative,average,,,noun
intimacy,manual,,positive,strong,,,adj
intimacy,manual,,positive,strong,,,noun
intimate,manual,,positive,average,,,adj
intimate,manual,,neutral,strong,,,verb
intimidate,manual,,negative,average,,,verb
intimidating,manual,,negative,strong,,,other
intimidatingly,manual,,negative,strong,,,other
intimidation,manual,,negative,average,,,adj
intimidation,manual,,negative,average,,,noun
intolerable,manual,,negative,strong,,,adj
intolerablely,manual,,negative,strong,,,other
intolerance,manual,,negative,strong,,,adj
intolerance,manual,,negative,strong,,,noun
intolerant,manual,,negative,strong,,,other
intoxicate,manual,,negative,average,,,verb
intractable,manual,,negative,average,,,adj
intransigence,manual,,negative,strong,,,adj
intransigence,manual,,negative,strong,,,noun
intransigent,manual,,negative,strong,,,other
intricate,manual,,positive,average,,,adj
intrigue,manual,,positive,strong,,,adj
intrigue,manual,,positive,strong,,,noun
intrigue,manual,,neutral,average,,,verb
intriguing,manual,,positive,strong,,,adj
intriguing,manual,,positive,strong,,,other
intriguingly,manual,,positive,strong,,,other
intrude,manual,,negative,strong,,,verb
intrusion,manual,,negative,average,,,noun
intrusive,manual,,negative,strong,,,adj
intuitive,manual,,positive,strong,,,adj
inundate,manual,,negative,strong,,,verb
inundated,manual,,negative,strong,,,other
invader,manual,,negative,average,,,adj
invader,manual,,negative,average,,,noun
invalid,manual,,negative,strong,,,adj
invalidate,manual,,negative,strong,,,verb
invalidity,manual,,negative,strong,,,noun
invaluable,manual,,positive,strong,,,adj
invaluablely,manual,,positive,strong,,,other
invasive,manual,,negative,average,,,adj
invective,manual,,negative,strong,,,other
inveigle,manual,,negative,strong,,,verb
inventive,manual,,positive,average,,,adj
invidious,manual,,negative,strong,,,adj
invidiously,manual,,negative,strong,,,other
invidiousness,manual,,negative,strong,,,noun
invigorate,manual,,positive,average,,,verb
invigorating,manual,,positive,strong,,,other
invincibility,manual,,positive,strong,,,other
invincible,manual,,positive,strong,,,adj
inviolable,manual,,positive,strong,,,adj
inviolate,manual,,positive,strong,,,adj
invisible,manual,,neutral,average,,,adj
invulnerable,manual,,positive,strong,,,adj
involuntarily,manual,,negative,average,,,other
involuntary,manual,,negative,average,,,adj
irate,manual,,negative,strong,,,adj
irately,manual,,negative,strong,,,other
ire,manual,,negative,strong,,,noun
irk,manual,,negative,strong,,,verb
irksome,manual,,negative,strong,,,other
ironic,manual,,negative,strong,,,adj
ironies,manual,,negative,strong,,,adj
ironies,manual,,negative,strong,,,noun
irony,manual,,negative,strong,,,other
irrational,manual,,negative,strong,,,adj
irrationality,manual,,negative,strong,,,noun
irrationally,manual,,negative,strong,,,other
irreconcilable,manual,,negative,strong,,,adj
irredeemable,manual,,negative,strong,,,adj
irredeemably,manual,,negative,strong,,,other
irreformable,manual,,negative,strong,,,adj
irrefutable,manual,,positive,strong,,,adj
irrefutably,manual,,positive,strong,,,other
irregardless,manual,,neutral,strong,,,other
irregular,manual,,negative,average,,,adj
irregularity,manual,,negative,average,,,noun
irrelevance,manual,,negative,strong,,,noun
irrelevant,manual,,negative,strong,,,adj
irreparable,manual,,negative,strong,,,adj
irreplacible,manual,,negative,strong,,,adj
irrepressible,manual,,negative,strong,,,adj
irreproachable,manual,,positive,strong,,,adj
irresistible,manual,,positive,strong,,,adj
irresistibly,manual,,positive,strong,,,other
irresolute,manual,,negative,strong,,,adj
irresolvable,manual,,negative,average,,,adj
irresponsible,manual,,negative,strong,,,adj
irresponsibly,manual,,negative,strong,,,other
irretrievable,manual,,negative,average,,,adj
irreverence,manual,,negative,strong,,,noun
irreverent,manual,,negative,strong,,,adj
irreverently,manual,,negative,strong,,,other
irreversible,manual,,negative,strong,,,adj
irreversible,manual,,negative,strong,,,noun
irritable,manual,,negative,strong,,,adj
irritably,manual,,negative,strong,,,other
irritant,manual,,negative,average,,,noun
irritate,manual,,negative,strong,,,verb
irritated,manual,,negative,strong,,,adj
irritating,manual,,negative,strong,,,other
irritation,manual,,negative,strong,,,adj
irritation,manual,,negative,strong,,,noun
isolate,manual,,negative,average,,,verb
isolated,manual,,negative,average,,,adj
isolation,manual,,negative,average,,,noun
itch,manual,,negative,strong,,,verb
jabber,manual,,negative,strong,,,verb
jaded,manual,,negative,strong,,,adj
jam,manual,,negative,average,,,noun
jar,manual,,negative,average,,,verb
jaundiced,manual,,negative,strong,,,adj
jauntily,manual,,positive,strong,,,other
jaunty,manual,,positive,strong,,,adj
jealous,manual,,negative,strong,,,adj
jealously,manual,,negative,strong,,,other
jealousness,manual,,negative,strong,,,noun
jealousy,manual,,negative,strong,,,noun
jeer,manual,,negative,strong,,,noun
jeer,manual,,negative,strong,,,verb
jeering,manual,,negative,strong,,,other
jeeringly,manual,,negative,strong,,,other
jeers,manual,,negative,strong,,,noun
jeopardize,manual,,negative,strong,,,verb
jeopardy,manual,,negative,strong,,,noun
jerk,manual,,negative,strong,,,other
jest,manual,,positive,strong,,,verb
jittery,manual,,negative,strong,,,adj
jobless,manual,,negative,average,,,adj
joke,manual,,positive,strong,,,noun
joke,manual,,positive,strong,,,verb
joker,manual,,negative,strong,,,noun
jollify,manual,,positive,average,,,verb
jolly,manual,,positive,strong,,,other
jolt,manual,,negative,average,,,verb
jovial,manual,,positive,strong,,,adj
joy,manual,,positive,strong,,,noun
joyful,manual,,positive,strong,,,adj
joyfully,manual,,positive,strong,,,other
joyless,manual,,positive,strong,,,adj
joyous,manual,,positive,strong,,,other
joyously,manual,,positive,strong,,,other
jubilant,manual,,positive,strong,,,adj
jubilantly,manual,,positive,strong,,,other
jubilate,manual,,positive,strong,,,verb
jubilation,manual,,positive,strong,,,other
jubilation,manual,,positive,strong,,,noun
judgement,manual,,neutral,average,,,adj
judgement,manual,,neutral,average,,,noun
judgements,manual,,neutral,average,,,adj
judgements,manual,,neutral,average,,,noun
judicious,manual,,positive,strong,,,adj
judgment,manual,,neutral,average,,,adj
judgment,manual,,neutral,average,,,noun
judgments,manual,,neutral,average,,,adj
judgments,manual,,neutral,average,,,noun
jumpy,manual,,negative,average,,,adj
junk,manual,,negative,average,,,noun
junky,manual,,negative,average,,,adj
just,manual,,positive,strong,,,adj
just,manual,,positive,average,,,other
just,manual,,positive,average,,,noun
justice,manual,,positive,average,,,adj
justice,manual,,positive,average,,,noun
justifiable,manual,,positive,strong,,,adj
justifiably,manual,,positive,strong,,,other
justification,manual,,positive,strong,,,noun
justify,manual,,positive,strong,,,verb
justly,manual,,positive,strong,,,other
juvenile,manual,,negative,average,,,adj
kaput,manual,,negative,strong,,,adj
keen,manual,,positive,strong,,,adj
keen,manual,,negative,strong,,,noun
keen,manual,,negative,strong,,,verb
keenly,manual,,positive,strong,,,other
keenness,manual,,positive,strong,,,adj
keenness,manual,,positive,strong,,,noun
kemp,manual,,positive,strong,,,adj
key,manual,,neutral,average,,,adj
kick,manual,,negative,strong,,,adj
kick,manual,,negative,strong,,,noun
kid,manual,,positive,strong,,,verb
kill,manual,,negative,average,,,verb
killer,manual,,negative,average,,,noun
killer,manual,,negative,average,,,noun
killjoy,manual,,negative,strong,,,noun
kind,manual,,positive,strong,,,adj
kindly,manual,,positive,strong,,,other
kindliness,manual,,positive,strong,,,noun
kindness,manual,,positive,strong,,,noun
kingmaker,manual,,positive,strong,,,noun
kiss,manual,,positive,average,,,noun
kiss,manual,,positive,average,,,verb
knave,manual,,negative,strong,,,noun
knife,manual,,negative,average,,,verb
knock,manual,,negative,average,,,noun
knock,manual,,negative,average,,,verb
knew,manual,,neutral,strong,,,verb
know,manual,,neutral,strong,,,verb
knowing,manual,,neutral,strong,,,other
knowingly,manual,,neutral,strong,,,other
knowledge,manual,,neutral,strong,,,noun
knowledgeable,manual,,positive,strong,,,other
kook,manual,,negative,strong,,,noun
kooky,manual,,negative,strong,,,adj
lack,manual,,negative,strong,,,adj
lack,manual,,negative,strong,,,noun
lackadaisical,manual,,negative,strong,,,adj
lackey,manual,,negative,strong,,,noun
lackeys,manual,,negative,strong,,,adj
lackeys,manual,,negative,strong,,,noun
lacking,manual,,negative,strong,,,adj
lackluster,manual,,negative,strong,,,other
laconic,manual,,negative,strong,,,adj
lag,manual,,negative,average,,,verb
lambast,manual,,negative,strong,,,verb
lambaste,manual,,negative,strong,,,verb
lame,manual,,negative,average,,,adj
lame-duck,manual,,negative,strong,,,adj
lament,manual,,negative,strong,,,verb
lamentable,manual,,negative,strong,,,other
lamentably,manual,,negative,strong,,,other
languid,manual,,negative,strong,,,adj
languish,manual,,negative,strong,,,verb
lanky,manual,,negative,average,,,adj
languor,manual,,negative,strong,,,noun
languorous,manual,,negative,strong,,,adj
languorously,manual,,negative,strong,,,other
large,manual,,neutral,average,,,adj
large-scale,manual,,neutral,average,,,adj
lapse,manual,,negative,average,,,noun
large,manual,,positive,average,,,adj
large,manual,,positive,average,,,other
largely,manual,,neutral,average,,,other
lark,manual,,positive,strong,,,verb
lascivious,manual,,negative,strong,,,adj
last-ditch,manual,,negative,strong,,,adj
last-ditch,manual,,negative,strong,,,noun
lastly,manual,,neutral,strong,,,other
laud,manual,,positive,strong,,,verb
laudable,manual,,positive,strong,,,other
laudably,manual,,positive,strong,,,other
laugh,manual,,negative,strong,,,noun
laugh,manual,,negative,strong,,,verb
laughable,manual,,negative,strong,,,other
laughably,manual,,negative,strong,,,other
laughingstock,manual,,negative,strong,,,noun
laughter,manual,,negative,strong,,,noun
lavish,manual,,positive,strong,,,adj
lavish,manual,,positive,strong,,,verb
lavishly,manual,,positive,strong,,,other
law-abiding,manual,,positive,strong,,,adj
lawbreaker,manual,,negative,strong,,,adj
lawbreaking,manual,,negative,strong,,,other
lawful,manual,,positive,average,,,adj
lawfully,manual,,positive,average,,,other
lawless,manual,,negative,strong,,,adj
lawlessness,manual,,negative,strong,,,adj
lawlessness,manual,,negative,strong,,,noun
lax,manual,,negative,strong,,,adj
lax,manual,,negative,strong,,,noun
lazy,manual,,negative,strong,,,adj
leading,manual,,positive,average,,,adj
leak,manual,,negative,average,,,verb
leakage,manual,,negative,average,,,noun
leaky,manual,,negative,average,,,adj
lean,manual,,positive,average,,,adj
lean,manual,,positive,average,,,noun
learn,manual,,neutral,average,,,adj
learning,manual,,positive,average,,,noun
learned,manual,,positive,average,,,noun
least,manual,,negative,average,,,other
lech,manual,,negative,strong,,,noun
lecher,manual,,negative,strong,,,noun
lecher,manual,,negative,strong,,,noun
lecherous,manual,,negative,strong,,,adj
lechery,manual,,negative,strong,,,noun
lecture,manual,,negative,average,,,noun
lecture,manual,,negative,average,,,verb
leech,manual,,negative,strong,,,adj
leech,manual,,negative,strong,,,noun
leech,manual,,negative,strong,,,verb
leer,manual,,negative,strong,,,noun
leer,manual,,negative,strong,,,verb
leery,manual,,negative,strong,,,adj
left-leaning,manual,,negative,strong,,,adj
legacy,manual,,neutral,average,,,noun
legacies,manual,,neutral,average,,,adj
legacies,manual,,neutral,average,,,noun
legalistic,manual,,neutral,average,,,adj
legalistic,manual,,neutral,average,,,noun
legendary,manual,,positive,average,,,adj
legitimacy,manual,,positive,average,,,noun
legitimate,manual,,positive,average,,,adj
legitimately,manual,,positive,average,,,other
lenient,manual,,positive,average,,,adj
leniently,manual,,positive,average,,,other
less,manual,,negative,average,,,other
less-developed,manual,,negative,average,,,adj
less-expensive,manual,,positive,average,,,adj
lessen,manual,,negative,average,,,verb
lesser,manual,,negative,average,,,other
lesser-known,manual,,negative,average,,,adj
letch,manual,,negative,strong,,,noun
lethal,manual,,negative,average,,,adj
lethargic,manual,,negative,average,,,adj
lethargy,manual,,negative,average,,,noun
leverage,manual,,positive,average,,,noun
leverage,manual,,positive,average,,,verb
levity,manual,,positive,strong,,,noun
lewd,manual,,negative,strong,,,adj
lewdly,manual,,negative,strong,,,other
lewdness,manual,,negative,strong,,,noun
liable,manual,,negative,average,,,adj
liability,manual,,negative,strong,,,adj
liability,manual,,negative,strong,,,noun
liar,manual,,negative,strong,,,adj
liar,manual,,negative,strong,,,noun
liars,manual,,negative,strong,,,adj
liars,manual,,negative,strong,,,noun
liberal,manual,,positive,average,,,adj
liberation,manual,,positive,average,,,adj
liberation,manual,,positive,average,,,noun
liberalism,manual,,positive,average,,,noun
liberally,manual,,positive,average,,,other
liberate,manual,,positive,strong,,,verb
liberty,manual,,positive,strong,,,noun
licentious,manual,,negative,strong,,,adj
licentiously,manual,,negative,strong,,,other
licentiousness,manual,,negative,strong,,,noun
lie,manual,,negative,strong,,,adj
lie,manual,,negative,strong,,,noun
lie,manual,,negative,average,,,verb
lier,manual,,negative,strong,,,noun
lies,manual,,negative,strong,,,adj
lies,manual,,negative,strong,,,noun
life-threatening,manual,,negative,average,,,adj
lifeblood,manual,,positive,strong,,,noun
lifeless,manual,,negative,average,,,adj
lifelong,manual,,positive,average,,,adj
light,manual,,positive,average,,,adj
light,manual,,positive,average,,,noun
light-hearted,manual,,positive,strong,,,adj
lighten,manual,,positive,average,,,verb
likable,manual,,positive,strong,,,adj
like,manual,,positive,strong,,,verb
likelihood,manual,,neutral,average,,,adj
likelihood,manual,,neutral,average,,,noun
likely,manual,,neutral,average,,,other
liking,manual,,positive,strong,,,noun
likewise,manual,,neutral,strong,,,other
limit,manual,,negative,average,,,adj
limit,manual,,negative,average,,,verb
limitation,manual,,negative,average,,,noun
limited,manual,,negative,average,,,adj
limitless,manual,,neutral,strong,,,adj
limitless,manual,,neutral,strong,,,noun
limp,manual,,negative,strong,,,adj
lionhearted,manual,,positive,strong,,,adj
listless,manual,,negative,strong,,,adj
literate,manual,,positive,average,,,adj
litigious,manual,,negative,strong,,,adj
little,manual,,negative,strong,,,adj
little-known,manual,,negative,strong,,,adj
